location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,population,population_density
Colombia,2021-08-10,4846955.0,3948.0,5568.0,122768.0,167.0,221.714,94.545.508,77.01,108.61,2.394.733,3.258,4.325,0.63,51265841.0,44.223
Colombia,2021-08-11,4852323.0,5368.0,5.322.857,122953.0,185.0,179.714,94.650.217,104.709,103.829,2.398.342,3.609,3.506,0.64,51265841.0,44.223
Colombia,2021-08-12,4856595.0,4272.0,4.998.857,123097.0,144.0,171.143,94.733.548,83.33,97.509,2.401.151,2.809,3.338,0.64,51265841.0,44.223
Colombia,2021-08-13,4860622.0,4027.0,4577.0,123221.0,124.0,162.0,94.812.099,78.551,89.28,2.403.569,2.419,3.16,0.64,51265841.0,44.223
Colombia,2021-08-14,4864629.0,4007.0,4285.0,123356.0,135.0,154.143,94890.26,78.161,83.584,2.406.203,2.633,3.007,0.64,51265841.0,44.223
Colombia,2021-08-15,4867761.0,3132.0,4111.0,123459.0,103.0,143.0,94.951.354,61.093,80.19,2.408.212,2.009,2.789,0.64,51265841.0,44.223
Colombia,2021-08-16,4870922.0,3161.0,3.987.857,123580.0,121.0,139.857,95.013.013,61.659,77.788,2.410.572,2.36,2.728,0.65,51265841.0,44.223
Colombia,2021-08-17,4874169.0,3247.0,3.887.714,123688.0,108.0,131.429,95.076.349,63.337,75.834,2.412.679,2.107,2.564,0.66,51265841.0,44.223
Colombia,2021-08-18,4877323.0,3154.0,3.571.429,123781.0,93.0,118.286,95.137.872,61.522,69.665,2.414.493,1.814,2.307,0.66,51265841.0,44.223
Colombia,2021-08-19,4880516.0,3193.0,3.417.286,123901.0,120.0,114.857,95.200.155,62.283,66.658,2.416.833,2.341,2.24,0.67,51265841.0,44.223
Colombia,2021-08-20,4883932.0,3416.0,3330.0,124023.0,122.0,114.571,95.266.788,66.633,64.956,2.419.213,2.38,2.235,0.68,51265841.0,44.223
Colombia,2021-08-21,4886897.0,2965.0,3.181.143,124121.0,98.0,109.286,95.324.624,57.836,62.052,2.421.125,1.912,2.132,0.68,51265841.0,44.223
Colombia,2021-08-22,4889537.0,2640.0,3.110.857,124216.0,95.0,108.143,95376.12,51.496,60.681,2.422.978,1.853,2.109,0.69,51265841.0,44.223
Colombia,2021-08-23,4892235.0,2698.0,3.044.714,124315.0,99.0,105.0,95.428.748,52.628,59.391,2.424.909,1.931,2.048,0.69,51265841.0,44.223
Colombia,2021-08-24,4894702.0,2467.0,2.933.286,124388.0,73.0,100.0,95.476.869,48.122,57.217,2.426.333,1.424,1.951,0.69,51265841.0,44.223
Colombia,2021-08-25,4897150.0,2448.0,2.832.429,124474.0,86.0,99.0,95524.62,47.751,55.25,2428.01,1.678,1.931,0.68,51265841.0,44.223
Colombia,2021-08-26,4899085.0,1935.0,2.652.714,124567.0,93.0,95.143,95.562.365,37.744,51.744,2.429.825,1.814,1.856,0.68,51265841.0,44.223
Colombia,2021-08-27,4901163.0,2078.0,2.461.571,124648.0,81.0,89.286,95.602.899,40.534,48.016,2.431.405,1.58,1.742,0.69,51265841.0,44.223
Colombia,2021-08-28,4903304.0,2141.0,2.343.857,124743.0,95.0,88.857,95.644.661,41.763,45.72,2.433.258,1.853,1.733,0.7,51265841.0,44.223
Colombia,2021-08-29,4905258.0,1954.0,2.245.857,124811.0,68.0,85.0,95.682.776,38.115,43.808,2.434.584,1.326,1.658,0.71,51265841.0,44.223
Colombia,2021-08-30,4907264.0,2006.0,2147.0,124883.0,72.0,81.143,95.721.906,39.129,41.88,2.435.989,1.404,1.583,0.73,51265841.0,44.223
Colombia,2021-08-31,4909086.0,1822.0,2.054.857,124945.0,62.0,79.571,95.757.446,35.54,40.082,2.437.198,1.209,1.552,0.74,51265841.0,44.223
Colombia,2021-09-01,4911082.0,1996.0,1.990.286,125016.0,71.0,77.429,95796.38,38.934,38.823,2.438.583,1.385,1.51,0.75,51265841.0,44.223
Colombia,2021-09-02,4913031.0,1949.0,1.992.286,125097.0,81.0,75.714,95.834.398,38.018,38.862,2.440.163,1.58,1.477,0.76,51265841.0,44.223
Colombia,2021-09-03,4914881.0,1850.0,1.959.714,125158.0,61.0,72.857,95.870.484,36.086,38.227,2.441.353,1.19,1.421,0.77,51265841.0,44.223
Colombia,2021-09-04,4916980.0,2099.0,1.953.714,125230.0,72.0,69.571,95.911.428,40.943,38.109,2.442.757,1.404,1.357,0.78,51265841.0,44.223
Colombia,2021-09-05,4918649.0,1669.0,1913.0,125278.0,48.0,66.714,95.943.983,32.556,37.315,2.443.693,0.936,1.301,0.78,51265841.0,44.223
Colombia,2021-09-06,4919773.0,1124.0,1787.0,125331.0,53.0,64.0,95.965.908,21.925,34.858,2.444.727,1.034,1.248,0.79,51265841.0,44.223
Colombia,2021-09-07,4921410.0,1637.0,1.760.571,125378.0,47.0,61.857,95997.84,31.932,34.342,2.445.644,0.917,1.207,0.81,51265841.0,44.223
Colombia,2021-09-08,4923197.0,1787.0,1.730.714,125427.0,49.0,58.714,96.032.697,34.858,33.76,2446.6,0.956,1.145,0.83,51265841.0,44.223
Colombia,2021-09-09,4925000.0,1803.0,1.709.857,125480.0,53.0,54.714,96.067.867,35.17,33.353,2.447.634,1.034,1.067,0.84,51265841.0,44.223
Colombia,2021-09-10,4926772.0,1772.0,1.698.714,125529.0,49.0,53.0,96.102.432,34.565,33.135,2448.59,0.956,1.034,0.85,51265841.0,44.223
Colombia,2021-09-11,4928578.0,1806.0,1.656.857,125592.0,63.0,51.714,96137.66,35.228,32.319,2.449.818,1.229,1.009,0.86,51265841.0,44.223
Colombia,2021-09-12,4930249.0,1671.0,1.657.143,125647.0,55.0,52.714,96.170.255,32.595,32.325,2.450.891,1.073,1.028,0.86,51265841.0,44.223
Colombia,2021-09-13,4931563.0,1314.0,1.684.286,125687.0,40.0,50.857,96.195.886,25.631,32.854,2.451.671,0.78,0.992,0.87,51265841.0,44.223
Colombia,2021-09-14,4932998.0,1435.0,1.655.429,125713.0,26.0,47.857,96.223.877,27.991,32.291,2.452.179,0.507,0.934,0.87,51265841.0,44.223
Colombia,2021-09-15,4934568.0,1570.0,1.624.429,125753.0,40.0,46.571,96.254.502,30.625,31.686,2.452.959,0.78,0.908,0.88,51265841.0,44.223
Colombia,2021-09-16,4936052.0,1484.0,1.578.857,125782.0,29.0,43.143,96.283.449,28.947,30.797,2.453.525,0.566,0.842,0.89,51265841.0,44.223
Colombia,2021-09-17,4937596.0,1544.0,1.546.286,125826.0,44.0,42.429,96.313.567,30.118,30.162,2.454.383,0.858,0.828,0.9,51265841.0,44.223
Colombia,2021-09-18,4939251.0,1655.0,1.524.714,125860.0,34.0,38.286,96.345.849,32.283,29.741,2.455.046,0.663,0.747,0.91,51265841.0,44.223
Colombia,2021-09-19,4941064.0,1813.0,1545.0,125895.0,35.0,35.429,96.381.214,35.365,30.137,2.455.729,0.683,0.691,0.93,51265841.0,44.223
Colombia,2021-09-20,4942249.0,1185.0,1.526.571,125924.0,29.0,33.857,96.404.329,23.115,29.778,2.456.294,0.566,0.66,0.93,51265841.0,44.223
Colombia,2021-09-21,4943622.0,1373.0,1.517.714,125962.0,38.0,35.571,96.431.111,26.782,29.605,2.457.036,0.741,0.694,0.94,51265841.0,44.223
Colombia,2021-09-22,4945203.0,1581.0,1.519.286,126006.0,44.0,36.143,96461.95,30.839,29.635,2.457.894,0.858,0.705,0.94,51265841.0,44.223
Colombia,2021-09-23,4946811.0,1608.0,1537.0,126032.0,26.0,35.714,96.493.316,31.366,29.981,2.458.401,0.507,0.697,0.95,51265841.0,44.223
Colombia,2021-09-24,4948513.0,1702.0,1.559.571,126068.0,36.0,34.571,96.526.516,33.199,30.421,2.459.103,0.702,0.674,0.95,51265841.0,44.223
Colombia,2021-09-25,4950253.0,1740.0,1.571.714,126102.0,34.0,34.571,96.560.456,33.941,30.658,2.459.767,0.663,0.674,0.95,51265841.0,44.223
Colombia,2021-09-26,4951675.0,1422.0,1.515.857,126145.0,43.0,35.714,96.588.194,27.738,29.569,2.460.605,0.839,0.697,0.95,51265841.0,44.223
Colombia,2021-09-27,4952690.0,1015.0,1.491.571,126178.0,33.0,36.286,96.607.993,19.799,29.095,2.461.249,0.644,0.708,0.96,51265841.0,44.223
Colombia,2021-09-28,4954376.0,1686.0,1.536.286,126219.0,41.0,36.714,96640.88,32.887,29.967,2.462.049,0.8,0.716,0.97,51265841.0,44.223
Colombia,2021-09-29,4955848.0,1472.0,1.520.714,126261.0,42.0,36.429,96.669.593,28.713,29.663,2.462.868,0.819,0.711,0.96,51265841.0,44.223
Colombia,2021-09-30,4957277.0,1429.0,1.495.143,126299.0,38.0,38.143,96.697.468,27.874,29.165,2.463.609,0.741,0.744,0.96,51265841.0,44.223
Colombia,2021-10-01,4959144.0,1867.0,1.518.714,126336.0,37.0,38.286,96.733.886,36.418,29.624,2.464.331,0.722,0.747,0.96,51265841.0,44.223
Colombia,2021-10-02,4960641.0,1497.0,1484.0,126372.0,36.0,38.571,96.763.086,29.201,28.947,2.465.033,0.702,0.752,0.96,51265841.0,44.223
Colombia,2021-10-03,4962054.0,1413.0,1.482.714,126401.0,29.0,36.571,96.790.649,27.562,28.922,2.465.599,0.566,0.713,0.96,51265841.0,44.223
Colombia,2021-10-04,4963243.0,1189.0,1.507.571,126425.0,24.0,35.286,96.813.841,23.193,29.407,2.466.067,0.468,0.688,0.96,51265841.0,44.223
Colombia,2021-10-05,4964454.0,1211.0,1.439.714,126455.0,30.0,33.714,96.837.463,23.622,28.083,2.466.652,0.585,0.658,0.96,51265841.0,44.223
Colombia,2021-10-06,4965847.0,1393.0,1.428.429,126487.0,32.0,32.286,96.864.635,27.172,27.863,2.467.276,0.624,0.63,0.97,51265841.0,44.223
Colombia,2021-10-07,4967524.0,1677.0,1.463.857,126517.0,30.0,31.143,96.897.347,32.712,28.554,2.467.862,0.585,0.607,0.97,51265841.0,44.223
Colombia,2021-10-08,4969131.0,1607.0,1.426.714,126552.0,35.0,30.857,96.928.694,31.346,27.83,2.468.544,0.683,0.602,0.97,51265841.0,44.223
Colombia,2021-10-09,4970718.0,1587.0,1.439.571,126585.0,33.0,30.429,96959.65,30.956,28.081,2.469.188,0.644,0.594,0.97,51265841.0,44.223
Colombia,2021-10-10,4972236.0,1518.0,1.454.571,126623.0,38.0,31.714,96989.26,29.61,28.373,2.469.929,0.741,0.619,0.96,51265841.0,44.223
Colombia,2021-10-11,4973325.0,1089.0,1.440.286,126655.0,32.0,32.857,97.010.503,21.242,28.094,2.470.553,0.624,0.641,0.95,51265841.0,44.223
Colombia,2021-10-12,4974400.0,1075.0,1.420.857,126692.0,37.0,33.857,97.031.472,20.969,27.715,2.471.275,0.722,0.66,0.95,51265841.0,44.223
Colombia,2021-10-13,4975656.0,1256.0,1.401.286,126726.0,34.0,34.143,97.055.971,24.5,27.334,2.471.938,0.663,0.666,0.95,51265841.0,44.223
Colombia,2021-10-14,4977043.0,1387.0,1.359.857,126759.0,33.0,34.571,97.083.026,27.055,26.526,2.472.582,0.644,0.674,0.96,51265841.0,44.223
Colombia,2021-10-15,4978689.0,1646.0,1.365.429,126796.0,37.0,34.857,97.115.134,32.107,26.634,2.473.304,0.722,0.68,0.97,51265841.0,44.223
Colombia,2021-10-16,4980233.0,1544.0,1.359.286,126830.0,34.0,35.0,97.145.251,30.118,26.514,2.473.967,0.663,0.683,0.97,51265841.0,44.223
Colombia,2021-10-17,4981532.0,1299.0,1328.0,126865.0,35.0,34.571,97170.59,25.339,25.904,2474.65,0.683,0.674,0.97,51265841.0,44.223
Colombia,2021-10-18,4982575.0,1043.0,1.321.429,126886.0,21.0,33.0,97.190.935,20.345,25.776,2.475.059,0.41,0.644,0.97,51265841.0,44.223
Colombia,2021-10-19,4983527.0,952.0,1.303.857,126910.0,24.0,31.143,97.209.504,18.57,25.433,2.475.528,0.468,0.607,0.99,51265841.0,44.223
Colombia,2021-10-20,4984751.0,1224.0,1.299.286,126931.0,21.0,29.286,97233.38,23.876,25.344,2.475.937,0.41,0.571,1.0,51265841.0,44.223
Colombia,2021-10-21,4986249.0,1498.0,1.315.143,126959.0,28.0,28.571,97262.6,29.22,25.653,2.476.483,0.546,0.557,1.03,51265841.0,44.223
Colombia,2021-10-22,4988021.0,1772.0,1.333.143,126994.0,35.0,28.286,97.297.165,34.565,26.005,2.477.166,0.683,0.552,1.05,51265841.0,44.223
Colombia,2021-10-23,4989681.0,1660.0,1.349.714,127032.0,38.0,28.857,97.329.545,32.38,26.328,2.477.907,0.741,0.563,1.07,51265841.0,44.223
Colombia,2021-10-24,4991050.0,1369.0,1.359.714,127067.0,35.0,28.857,97.356.249,26.704,26.523,2478.59,0.683,0.563,1.07,51265841.0,44.223
Colombia,2021-10-25,4992586.0,1536.0,1.430.143,127099.0,32.0,30.429,97.386.211,29.961,27.897,2.479.214,0.624,0.594,1.09,51265841.0,44.223
Colombia,2021-10-26,4994014.0,1428.0,1.498.143,127133.0,34.0,31.857,97.414.066,27.855,29.223,2.479.877,0.663,0.621,1.09,51265841.0,44.223
Colombia,2021-10-27,4995694.0,1680.0,1.563.286,127159.0,26.0,32.571,97.446.836,32.77,30.494,2.480.385,0.507,0.635,1.09,51265841.0,44.223
Colombia,2021-10-28,4997444.0,1750.0,1.599.286,127195.0,36.0,33.714,97.480.972,34.136,31.196,2.481.087,0.702,0.658,1.09,51265841.0,44.223
Colombia,2021-10-29,4999048.0,1604.0,1.575.286,127225.0,30.0,33.0,97512.26,31.288,30.728,2.481.672,0.585,0.644,1.08,51265841.0,44.223
Colombia,2021-10-30,5000677.0,1629.0,1.570.857,127258.0,33.0,32.286,97.544.035,31.776,30.641,2.482.316,0.644,0.63,1.08,51265841.0,44.223
Colombia,2021-10-31,5002387.0,1710.0,1.619.571,127281.0,23.0,30.571,97.577.391,33.356,31.592,2.482.764,0.449,0.596,1.09,51265841.0,44.223
Colombia,2021-11-01,5003977.0,1590.0,1.627.286,127311.0,30.0,30.286,97.608.406,31.015,31.742,2.483.349,0.585,0.591,1.1,51265841.0,44.223
Colombia,2021-11-02,5005402.0,1425.0,1.626.857,127348.0,37.0,30.714,97.636.202,27.796,31.734,2.484.071,0.722,0.599,1.11,51265841.0,44.223
Colombia,2021-11-03,5007099.0,1697.0,1.629.286,127380.0,32.0,31.571,97.669.304,33.102,31.781,2.484.695,0.624,0.616,1.12,51265841.0,44.223
Colombia,2021-11-04,5009007.0,1908.0,1.651.857,127417.0,37.0,31.714,97.706.522,37.218,32.221,2.485.417,0.722,0.619,1.13,51265841.0,44.223
Colombia,2021-11-05,5010982.0,1975.0,1.704.857,127456.0,39.0,33.0,97.745.046,38.525,33.255,2.486.178,0.761,0.644,1.15,51265841.0,44.223
Colombia,2021-11-06,5012981.0,1999.0,1.757.714,127488.0,32.0,32.857,97.784.039,38.993,34.286,2.486.802,0.624,0.641,1.16,51265841.0,44.223
Colombia,2021-11-07,5015042.0,2061.0,1.807.857,127533.0,45.0,36.0,97.824.241,40.202,35.264,2487.68,0.878,0.702,1.17,51265841.0,44.223
Colombia,2021-11-08,5016959.0,1917.0,1.854.571,127571.0,38.0,37.143,97.861.635,37.393,36.176,2.488.421,0.741,0.725,1.19,51265841.0,44.223
Colombia,2021-11-09,5019158.0,2199.0,1.965.143,127610.0,39.0,37.429,97.904.529,42.894,38.332,2.489.182,0.761,0.73,1.2,51265841.0,44.223
Colombia,2021-11-10,5021619.0,2461.0,2.074.286,127640.0,30.0,37.143,97.952.533,48.005,40.461,2.489.767,0.585,0.725,1.2,51265841.0,44.223
Colombia,2021-11-11,5024263.0,2644.0,2.179.429,127680.0,40.0,37.571,98.004.108,51.574,42.512,2.490.547,0.78,0.733,1.19,51265841.0,44.223
Colombia,2021-11-12,5026822.0,2559.0,2.262.857,127721.0,41.0,37.857,98.054.024,49.916,44.14,2.491.347,0.8,0.738,1.17,51265841.0,44.223
Colombia,2021-11-13,5029335.0,2513.0,2.336.286,127766.0,45.0,39.714,98.103.043,49.019,45.572,2.492.225,0.878,0.775,1.15,51265841.0,44.223
Colombia,2021-11-14,5031945.0,2610.0,2.414.714,127809.0,43.0,39.429,98.153.954,50.911,47.102,2.493.064,0.839,0.769,1.13,51265841.0,44.223
Colombia,2021-11-15,5034266.0,2321.0,2.472.429,127833.0,24.0,37.429,98.199.228,45.274,48.228,2.493.532,0.468,0.73,1.11,51265841.0,44.223
Colombia,2021-11-16,5036287.0,2021.0,2447.0,127865.0,32.0,36.429,98238.65,39.422,47.732,2.494.156,0.624,0.711,1.09,51265841.0,44.223
Colombia,2021-11-17,5038544.0,2257.0,2.417.857,127912.0,47.0,38.857,98.282.675,44.025,47.163,2.495.073,0.917,0.758,1.07,51265841.0,44.223
Colombia,2021-11-18,5040665.0,2121.0,2.343.143,127963.0,51.0,40.429,98.324.048,41.373,45.706,2.496.068,0.995,0.789,1.06,51265841.0,44.223
Colombia,2021-11-19,5042822.0,2157.0,2.285.714,128013.0,50.0,41.714,98.366.123,42.075,44.586,2.497.043,0.975,0.814,1.05,51265841.0,44.223
Colombia,2021-11-20,5045412.0,2590.0,2.296.714,128054.0,41.0,41.143,98.416.644,50.521,44.8,2.497.843,0.8,0.803,1.06,51265841.0,44.223
Colombia,2021-11-21,5048061.0,2649.0,2.302.286,128093.0,39.0,40.571,98.468.315,51.672,44.909,2.498.603,0.761,0.791,1.07,51265841.0,44.223
Colombia,2021-11-22,5050255.0,2194.0,2.284.143,128138.0,45.0,43.571,98.511.112,42.797,44.555,2.499.481,0.878,0.85,1.07,51265841.0,44.223
Colombia,2021-11-23,5052733.0,2478.0,2.349.429,128188.0,50.0,46.143,98.559.448,48.336,45.828,2.500.456,0.975,0.9,1.06,51265841.0,44.223
Colombia,2021-11-24,5055253.0,2520.0,2387.0,128236.0,48.0,46.286,98.608.604,49.156,46.561,2.501.393,0.936,0.903,1.05,51265841.0,44.223
Colombia,2021-11-25,5057897.0,2644.0,2.461.714,128290.0,54.0,46.714,98.660.178,51.574,48.019,2.502.446,1.053,0.911,1.04,51265841.0,44.223
Colombia,2021-11-26,5060557.0,2660.0,2.533.571,128343.0,53.0,47.143,98.712.064,51.886,49.42,2503.48,1.034,0.92,1.03,51265841.0,44.223
Colombia,2021-11-27,5063177.0,2620.0,2.537.857,128394.0,51.0,48.571,98.763.171,51.106,49.504,2.504.475,0.995,0.947,1.01,51265841.0,44.223
Colombia,2021-11-28,5065373.0,2196.0,2.473.143,128437.0,43.0,49.143,98.806.006,42.836,48.242,2.505.313,0.839,0.959,0.99,51265841.0,44.223
Colombia,2021-11-29,5067348.0,1975.0,2.441.857,128473.0,36.0,47.857,98.844.531,38.525,47.631,2.506.016,0.702,0.934,0.98,51265841.0,44.223
Colombia,2021-11-30,5069644.0,2296.0,2.415.857,128528.0,55.0,48.571,98.889.317,44.786,47.124,2.507.088,1.073,0.947,0.97,51265841.0,44.223
Colombia,2021-12-01,5071817.0,2173.0,2.366.286,128586.0,58.0,50.0,98.931.704,42.387,46.157,2508.22,1.131,0.975,0.96,51265841.0,44.223
Colombia,2021-12-02,5074079.0,2262.0,2.311.714,128643.0,57.0,50.429,98.975.827,44.123,45.093,2.509.332,1.112,0.984,0.95,51265841.0,44.223
Colombia,2021-12-03,5076378.0,2299.0,2.260.143,128685.0,42.0,48.857,99.020.671,44.845,44.087,2.510.151,0.819,0.953,0.94,51265841.0,44.223
Colombia,2021-12-04,5078987.0,2609.0,2.258.571,128733.0,48.0,48.429,99.071.563,50.892,44.056,2.511.087,0.936,0.945,0.94,51265841.0,44.223
Colombia,2021-12-05,5081064.0,2077.0,2.241.571,128780.0,47.0,49.0,99.112.077,40.514,43.724,2.512.004,0.917,0.956,0.92,51265841.0,44.223
Colombia,2021-12-06,5082762.0,1698.0,2202.0,128821.0,41.0,49.714,99.145.199,33.121,42.953,2.512.804,0.8,0.97,0.91,51265841.0,44.223
Colombia,2021-12-07,5084466.0,1704.0,2.117.429,128874.0,53.0,49.429,99.178.437,33.239,41.303,2.513.838,1.034,0.964,0.9,51265841.0,44.223
Colombia,2021-12-08,5086381.0,1915.0,2.080.571,128874.0,0.0,41.143,99.215.792,37.354,40.584,2.513.838,0.0,0.803,0.9,51265841.0,44.223
Colombia,2021-12-09,5088008.0,1627.0,1.989.857,128969.0,95.0,46.571,99.247.528,31.737,38.814,2.515.691,1.853,0.908,0.9,51265841.0,44.223
Colombia,2021-12-10,5089695.0,1687.0,1.902.429,129011.0,42.0,46.571,99.280.435,32.907,37.109,2516.51,0.819,0.908,0.91,51265841.0,44.223
Colombia,2021-12-11,5091508.0,1813.0,1.788.714,129056.0,45.0,46.143,99315.8,35.365,34.891,2.517.388,0.878,0.9,0.93,51265841.0,44.223
Colombia,2021-12-12,5093534.0,2026.0,1.781.429,129107.0,51.0,46.714,99.355.319,39.519,34.749,2.518.383,0.995,0.911,0.97,51265841.0,44.223
Colombia,2021-12-13,5095821.0,2287.0,1.865.571,129163.0,56.0,48.857,99399.93,44.611,36.39,2.519.475,1.092,0.953,0.99,51265841.0,44.223
Colombia,2021-12-14,5097680.0,1859.0,1.887.714,129205.0,42.0,47.286,99.436.192,36.262,36.822,2.520.294,0.819,0.922,1.0,51265841.0,44.223
Colombia,2021-12-15,5099746.0,2066.0,1.909.286,129256.0,51.0,54.571,99.476.492,40.3,37.243,2.521.289,0.995,1.064,1.0,51265841.0,44.223
Colombia,2021-12-16,5101466.0,1720.0,1.922.571,129295.0,39.0,46.571,99.510.042,33.551,37.502,2522.05,0.761,0.908,1.0,51265841.0,44.223
Colombia,2021-12-17,5103269.0,1803.0,1.939.143,129345.0,50.0,47.714,99.545.212,35.17,37.825,2.523.025,0.975,0.931,1.01,51265841.0,44.223
Colombia,2021-12-18,5105285.0,2016.0,1.968.143,129399.0,54.0,49.0,99.584.536,39.324,38.391,2.524.078,1.053,0.956,1.04,51265841.0,44.223
Colombia,2021-12-19,5107323.0,2038.0,1.969.857,129458.0,59.0,50.143,99624.29,39.754,38.424,2.525.229,1.151,0.978,1.08,51265841.0,44.223
Colombia,2021-12-20,5109022.0,1699.0,1.885.857,129487.0,29.0,46.286,99.657.431,33.141,36.786,2.525.795,0.566,0.903,1.13,51265841.0,44.223
Colombia,2021-12-21,5110788.0,1766.0,1.872.571,129534.0,47.0,47.0,99.691.879,34.448,36.527,2.526.712,0.917,0.917,1.17,51265841.0,44.223
Colombia,2021-12-22,5112719.0,1931.0,1.853.286,129586.0,52.0,47.143,99.729.545,37.666,36.15,2.527.726,1.014,0.92,1.23,51265841.0,44.223
Colombia,2021-12-23,5115194.0,2475.0,1.961.143,129640.0,54.0,49.286,99.777.823,48.278,38.254,2.528.779,1.053,0.961,1.31,51265841.0,44.223
Colombia,2021-12-24,5118254.0,3060.0,2.140.714,129686.0,46.0,48.714,99.837.512,59.689,41.757,2.529.677,0.897,0.95,1.39,51265841.0,44.223
Colombia,2021-12-25,5121668.0,3414.0,2.340.429,129729.0,43.0,47.143,99.904.106,66.594,45.653,2.530.515,0.839,0.92,1.47,51265841.0,44.223
Colombia,2021-12-26,5124690.0,3022.0,2481.0,129761.0,32.0,43.286,99.963.053,58.948,48.395,2531.14,0.624,0.844,1.57,51265841.0,44.223
Colombia,2021-12-27,5127971.0,3281.0,2707.0,129798.0,37.0,44.429,100.027.053,64.0,52.803,2.531.861,0.722,0.867,1.67,51265841.0,44.223
Colombia,2021-12-28,5132277.0,4306.0,3.069.857,129833.0,35.0,42.714,100.111.047,83.994,59.881,2.532.544,0.683,0.833,1.78,51265841.0,44.223
Colombia,2021-12-29,5138603.0,6326.0,3.697.714,129866.0,33.0,40.0,100.234.443,123.396,72.128,2.533.188,0.644,0.78,1.88,51265841.0,44.223
Colombia,2021-12-30,5147039.0,8436.0,4.549.286,129901.0,35.0,37.286,100.398.997,164.554,88.739,2533.87,0.683,0.727,1.95,51265841.0,44.223
Colombia,2021-12-31,5157440.0,10401.0,5598.0,129942.0,41.0,36.571,100601.88,202.884,109.196,2534.67,0.8,0.713,1.99,51265841.0,44.223
Colombia,2022-01-01,5169855.0,12415.0,6.883.857,129986.0,44.0,36.714,100.844.049,242.169,134.278,2.535.528,0.858,0.716,2.0,51265841.0,44.223
Colombia,2022-01-02,5181173.0,11318.0,8069.0,130026.0,40.0,37.857,101064.82,220.771,157.395,2.536.309,0.78,0.738,1.98,51265841.0,44.223
Colombia,2022-01-03,5191021.0,9848.0,9.007.143,130061.0,35.0,37.571,101.256.917,192.097,175.695,2.536.991,0.683,0.733,1.96,51265841.0,44.223
Colombia,2022-01-04,5203374.0,12353.0,10.156.714,130100.0,39.0,38.143,101.497.877,240.96,198.119,2.537.752,0.761,0.744,1.96,51265841.0,44.223
Colombia,2022-01-05,5219633.0,16259.0,11.575.714,130140.0,40.0,39.143,101.815.027,317.151,225.798,2.538.532,0.78,0.764,1.96,51265841.0,44.223
Colombia,2022-01-06,5242672.0,23039.0,13.661.857,130191.0,51.0,41.429,102264.43,449.403,266.49,2.539.527,0.995,0.808,1.96,51265841.0,44.223
Colombia,2022-01-07,5268862.0,26190.0,15.917.429,130250.0,59.0,44.0,102.775.296,510.866,310.488,2.540.678,1.151,0.858,1.93,51265841.0,44.223
Colombia,2022-01-08,5300032.0,31170.0,18.596.714,130288.0,38.0,43.143,103.383.304,608.007,362.751,2.541.419,0.741,0.842,1.87,51265841.0,44.223
Colombia,2022-01-09,5330662.0,30630.0,21.355.571,130338.0,50.0,44.571,103.980.777,597.474,416.565,2.542.395,0.975,0.869,1.8,51265841.0,44.223
Colombia,2022-01-10,5357767.0,27105.0,23.820.857,130395.0,57.0,47.714,104.509.492,528.715,464.654,2.543.507,1.112,0.931,1.71,51265841.0,44.223
Colombia,2022-01-11,5380841.0,23074.0,25.352.429,130460.0,65.0,51.429,104.959.577,450.085,494.529,2.544.774,1.268,1.003,1.62,51265841.0,44.223
Colombia,2022-01-12,5410698.0,29857.0,27295.0,130529.0,69.0,55.571,105.541.973,582.396,532.421,2546.12,1.346,1.084,1.54,51265841.0,44.223
Colombia,2022-01-13,5440981.0,30283.0,28.329.857,130625.0,96.0,62.0,106.132.678,590.705,552.607,2.547.993,1.873,1.209,1.46,51265841.0,44.223
Colombia,2022-01-14,5475904.0,34923.0,29.577.429,130731.0,106.0,68.714,106.813.892,681.214,576.942,2.550.061,2.068,1.34,1.4,51265841.0,44.223
Colombia,2022-01-15,5511479.0,35575.0,30.206.714,130860.0,129.0,81.714,107.507.824,693.932,589.217,2.552.577,2.516,1.594,1.34,51265841.0,44.223
Colombia,2022-01-16,5543796.0,32317.0,30.447.714,130996.0,136.0,94.0,108.138.205,630.381,593.918,2555.23,2.653,1.834,1.28,51265841.0,44.223
Colombia,2022-01-17,5568068.0,24272.0,30043.0,131130.0,134.0,105.0,108.611.658,473.454,586.024,2.557.844,2.614,2.048,1.22,51265841.0,44.223
Colombia,2022-01-18,5596917.0,28849.0,30868.0,131268.0,138.0,115.429,109.174.392,562.733,602.116,2.560.535,2.692,2.252,1.17,51265841.0,44.223
Colombia,2022-01-19,5624520.0,27603.0,30546.0,131437.0,169.0,129.714,109712.82,538.429,595.835,2.563.832,3.297,2.53,1.12,51265841.0,44.223
Colombia,2022-01-20,5655026.0,30506.0,30.577.857,131627.0,190.0,143.143,110.307.875,595.055,596.457,2.567.538,3.706,2.792,1.07,51265841.0,44.223
Colombia,2022-01-21,5686065.0,31039.0,30023.0,131824.0,197.0,156.143,110.913.327,605.452,585.634,2.571.381,3.843,3.046,1.02,51265841.0,44.223
